Account ID,GSGM Key,Time,schoolCode,District ID,Unsdlea,Geoid,DistrictGeo,District,SchoolID,School,Transition,School Type,Category,Charter Type,IB Program,Chronically Failing,Greatest Gains Award,Highest Performing Award,Grade Range,Address,City,County,FIPS County Code,STATE,ZIP,Latitude,Longitude,Principal First Name,Principal Last Name,Principal,Email Address,Phone,College & Career Academy,Energy Pathway,STEM Certified,Learning Power Territory,Learning Power Coordinator,Learning Power Email,Coordinator Business Phone,Coordinator Cell Phone,Locale Code*,Locale*,Title I School*,GPC Customer,Workforce Development Region,Local Workforce Development Authority,CD Manager
S1751,6560291,Old,291656,656,2130,1302130,Fayette County,Fayette County,291,Robert J. Burch Elementary School,,Elementary,Traditional,,No IB,No,No,No,PK-05,330 Jenkins Rd ,Tyrone,"Fayette, GA",13113,GA,30290,33.494253,-84.570107,Felecia,Spicer,Lisa Howe,howe.lisa@mail.fcboe.org,770.969.2820,No,No,No,Metro South,Cedric Sheffield,cesheffi@southernco.com,770.603.5356,404.290.0250,41,Rural: Fringe,Yes,No,Atlanta Regional Commission,Atlanta Regional,Brian Green
S1816,6560103,Old,103656,656,2130,1302130,Fayette County,Fayette County,103,Sara Harp Minter Elementary School,,Elementary,Traditional,,No IB,No,No,No,PK-05,1650 Highway 85 S ,Fayetteville,"Fayette, GA",13113,GA,30215,33.379998,-84.473585,Erinn,Angelo,Erinn Angelo,angelo.erinn@mail.fcboe.org,770.716.3910,No,No,No,Metro South,Cedric Sheffield,cesheffi@southernco.com,770.603.5356,404.290.0250,41,Rural: Fringe,No,No,Atlanta Regional Commission,Atlanta Regional,Brian Green
S1930,6560296,Old,296656,656,2130,1302130,Fayette County,Fayette County,296,Spring Hill Elementary School,,Elementary,Traditional,,No IB,No,No,No,PK-05,100 Bradford Sq ,Fayetteville,"Fayette, GA",13113,GA,30215,33.440587,-84.468343,Randy,Hudson,Randy Hudson,hudson.randy@fcboe.org,770.460.3432,No,No,No,Metro South,Cedric Sheffield,cesheffi@southernco.com,770.603.5356,404.290.0250,21,Suburb: Large,Yes,No,Atlanta Regional Commission,Atlanta Regional,Brian Green
S706,6560398,Old,398656,656,2130,1302130,Fayette County,Fayette County,398,Fayette County High School,,High,Traditional,,No IB,No,No,No,09-12,1 Tiger Trl,Fayetteville,"Fayette, GA",13113,GA,30214,33.4543,-84.461995,Daniel,Lane,Daniel Lane,lane.daniel@fcboe.org,770.460.3540,No,No,No,Metro South,Cedric Sheffield,cesheffi@southernco.com,770.603.5356,404.290.0250,21,Suburb: Large,No,Yes,Atlanta Regional Commission,Atlanta Regional,Brian Green
S1340,6560182,Old,182656,656,2130,1302130,Fayette County,Fayette County,182,McIntosh High School,,High,Traditional,,No IB,No,Yes,Yes,09-12,201 Walt Banks Rd ,Peachtree City,"Fayette, GA",13113,GA,30269,33.416702,-84.562873,Lisa,Fine,Lisa Fine,fine.lisa@fcboe.org,770.631.3232,No,No,No,Metro South,Cedric Sheffield,cesheffi@southernco.com,770.603.5356,404.290.0250,21,Suburb: Large,No,Yes,Atlanta Regional Commission,Atlanta Regional,Brian Green
S1814,6560192,Old,192656,656,2130,1302130,Fayette County,Fayette County,192,Sandy Creek High School,,High,Traditional,,No IB,No,No,No,09-12,360 Jenkins Rd,Tyrone,"Fayette, GA",13113,GA,30290,33.49411,-84.573596,Robert,Hunter,Robert Hunter,hunter.robert@fcboe.org,770.969.2840,No,No,No,Metro South,Cedric Sheffield,cesheffi@southernco.com,770.603.5356,404.290.0250,41,Rural: Fringe,No,No,Atlanta Regional Commission,Atlanta Regional,Brian Green
S1941,6560198,Old,198656,656,2130,1302130,Fayette County,Fayette County,198,Starrs Mill High School,,High,Traditional,,No IB,No,No,No,09-12,193 Panther Path,Fayetteville,"Fayette, GA",13113,GA,30215,33.342098,-84.517579,Allen,Leonard,Allen Leonard,leonard.allen@fcboe.org,770.486.2710,No,No,No,Metro South,Cedric Sheffield,cesheffi@southernco.com,770.603.5356,404.290.0250,41,Rural: Fringe,No,Yes,Atlanta Regional Commission,Atlanta Regional,Brian Green
S2242,6560105,Old,105656,656,2130,1302130,Fayette County,Fayette County,105,Whitewater High School,,High,Traditional,,No IB,No,No,No,09-12,100 Wildcat Way,Fayetteville,"Fayette, GA",13113,GA,30215,33.378368,-84.47251,Roy,Rabold,Steven Cole,cole.steve@mail.fcboe.org,770.460.3935,No,No,No,Metro South,Cedric Sheffield,cesheffi@southernco.com,770.603.5356,404.290.0250,41,Rural: Fringe,No,No,Atlanta Regional Commission,Atlanta Regional,Brian Green
S154,6560108,Old,108656,656,2130,1302130,Fayette County,Fayette County,108,Bennett's Mill Middle School,,Middle,Traditional,,No IB,No,No,No,06-08,210 Lester Rd,Fayetteville,"Fayette, GA",13113,GA,30215,33.442681,-84.510809,Marcus,Broadhead,Marcus Broadhead,broadhead.marcus@fcboe.org,770.716.3982,No,No,No,Metro South,Cedric Sheffield,cesheffi@southernco.com,770.603.5356,404.290.0250,21,Suburb: Large,Yes,No,Atlanta Regional Commission,Atlanta Regional,Brian Green
S206,6560178,Old,178656,656,2130,1302130,Fayette County,Fayette County,178,Booth Middle School,,Middle,Traditional,,No IB,No,No,No,06-08,250 S Peachtree Pkwy,Peachtree City,"Fayette, GA",13113,GA,30269,33.406582,-84.567782,Steve,Greene,Steve Greene,lombard.ted@fcboe.org,770.631.3240,No,No,No,Metro South,Cedric Sheffield,cesheffi@southernco.com,770.603.5356,404.290.0250,21,Suburb: Large,No,Yes,Atlanta Regional Commission,Atlanta Regional,Brian Green
S719,6560491,Old,491656,656,2130,1302130,Fayette County,Fayette County,491,Flat Rock Middle School,,Middle,Traditional,,No IB,No,No,No,06-08,325 Jenkins Rd,Tyrone,"Fayette, GA",13113,GA,30290,33.495127,-84.568936,Jade,Bolton,Jade Bolton,bolton.jade@fcboe.org,770.969.2830,No,No,No,Metro South,Cedric Sheffield,cesheffi@southernco.com,770.603.5356,404.290.0250,41,Rural: Fringe,Yes,No,Atlanta Regional Commission,Atlanta Regional,Brian Green
S1202,,Old,6147830614,7830614,2130,1302130,Fayette County,Commission Charter Schools- Liberty Tech Charter Academy,614,Liberty Tech Charter Academy,,Middle,Charter,State Charter,No IB,No,No,No,03-08,119 Price Rd,Brooks,"Fayette, GA",13157,GA,30205,33.291516,-84.461315,Mike,Stewart,Mike Stewart,,404.457.1554,No,No,No,Metro South,Cedric Sheffield,cesheffi@southernco.com,770.603.5356,404.290.0250,41,Rural: Fringe,Yes,No,Northeast Georgia,Northeast Georgia,Brian Green
S1727,6560298,Old,298656,656,2130,1302130,Fayette County,Fayette County,298,Rising Starr Middle School,,Middle,Traditional,,No IB,No,No,Yes,06-08,183 Panther Path,Fayetteville,"Fayette, GA",13113,GA,30215,33.342094,-84.519588,Nancy,Blair,Nancy Blair,blair.nancy@mail.fcboe.org,770.486.2721,No,No,No,Metro South,Cedric Sheffield,cesheffi@southernco.com,770.603.5356,404.290.0250,41,Rural: Fringe,No,Yes,Atlanta Regional Commission,Atlanta Regional,Brian Green
S2243,6560391,Old,391656,656,2130,1302130,Fayette County,Fayette County,391,Whitewater Middle School,,Middle,Traditional,,No IB,No,No,No,06-08,1533 Highway 85 S ,Fayetteville,"Fayette, GA",13113,GA,30215,33.387459,-84.474694,Connie,Baldwin,Connie Baldwin,baldwin.connie@fcboe.org,770.460.3450,No,No,No,Metro South,Cedric Sheffield,cesheffi@southernco.com,770.603.5356,404.290.0250,21,Suburb: Large,No,Yes,Atlanta Regional Commission,Atlanta Regional,Brian Green
S34,6571050,Old,1050657,657,2190,1302190,Floyd County,Floyd County,1050,Alto Park Elementary School,,Elementary,Traditional,,No IB,No,No,No,PK-05,528 Burnett Ferry Rd SW,Rome,"Floyd, GA",13115,GA,30165,34.260004,-85.234124,Angela,Brock,Angela Brock,,706.236.1892,No,No,No,Northwest,Viola Martinez,vmartine@southernco.com,706.370.5570,404.291.6263,23,Suburb: Small,Yes,Yes,Northwest Georgia,Northwest Georgia,Elyse Davis
S62,6570195,Old,195657,657,2190,1302190,Floyd County,Floyd County,195,Armuchee Elementary School,,Elementary,Traditional,,No IB,No,No,No,03-05,5075 Martha Berry Hwy NW,Rome,"Floyd, GA",13115,GA,30165,34.364822,-85.172581,Rodney,Stewart,Rodney Stewart,rstewart@floydboe.net,706.802.6758,No,No,No,Northwest,Viola Martinez,vmartine@southernco.com,706.370.5570,404.291.6263,41,Rural: Fringe,No,Yes,Northwest Georgia,Northwest Georgia,Elyse Davis
S327,6573050,Old,3050657,657,2190,1302190,Floyd County,Floyd County,3050,Cave Spring Elementary School,,Elementary,Traditional,,No IB,No,No,No,PK-05,13 Rome Rd SW,Cave Spring,"Floyd, GA",13115,GA,30124,34.111201,-85.33409,Trina,Self,Trina Self,tself@floydboe.net,706.777.3371,No,No,No,Northwest,Viola Martinez,vmartine@southernco.com,706.370.5570,404.291.6263,42,Rural: Distant,Yes,No,Northwest Georgia,Northwest Georgia,Elyse Davis
S771,6572052,Old,2052657,657,2190,1302190,Floyd County,Floyd County,2052,Garden Lakes Elementary School,,Elementary,Traditional,,No IB,No,No,No,PK-05,2903 Garden Lakes Blvd NW,Rome,"Floyd, GA",13115,GA,30165,34.284904,-85.239728,Mary,Alcorn,Mary Alcorn,,706.236.1865,No,No,No,Northwest,Viola Martinez,vmartine@southernco.com,706.370.5570,404.291.6263,23,Suburb: Small,Yes,Yes,Northwest Georgia,Northwest Georgia,Elyse Davis
S806,,Old,3052657,657,2190,1302190,Floyd County,Floyd County,3052,Glenwood Primary School,,Elementary,Traditional,,No IB,No,No,No,PK-02,75 Glenwood School Rd NE,Rome,"Floyd, GA",13115,GA,30165,34.313988,-85.164525,Jill,Shepherd,Jill Shepherd,jshepherd@floydboe.net,706.236.1855,No,No,No,Northwest,Viola Martinez,vmartine@southernco.com,706.370.5570,404.291.6263,23,Suburb: Small,No,Yes,Northwest Georgia,Northwest Georgia,Elyse Davis
S1062,6570102,Old,102657,657,2190,1302190,Floyd County,Floyd County,102,Johnson Elementary,,Elementary,Traditional,,No IB,No,No,No,PK-05,1839 Morrison Camp Ground Rd NE ,Rome,"Floyd, GA",13115,GA,30161,34.258793,-85.057983,La Donna,Turrentine,Tanya Welchel,,706.236.1830,No,No,No,Northwest,Viola Martinez,vmartine@southernco.com,706.370.5570,404.291.6263,41,Rural: Fringe,No,No,Northwest Georgia,Northwest Georgia,Elyse Davis
S1337,,Old,173657,657,2190,1302190,Floyd County,Floyd County,173,McHenry Primary,,Elementary,Traditional,,No IB,No,No,No,PK-02,100 McHenry Dr SW ,Rome,"Floyd, GA",13115,GA,30161,34.219774,-85.185348,Jennifer,Cunningham,Brig Larry,,706.236.1833,No,No,No,Northwest,Viola Martinez,vmartine@southernco.com,706.370.5570,404.291.6263,23,Suburb: Small,Yes,Yes,Northwest Georgia,Northwest Georgia,Elyse Davis
S1392,6570188,Old,188657,657,2190,1302190,Floyd County,Floyd County,188,Model Elementary School,,Elementary,Traditional,,No IB,No,No,No,PK-05,3200 Calhoun Rd NE,Rome,"Floyd, GA",13115,GA,30161,34.309658,-85.099292,Aimee,Hays,Aimee Hays,ahays@floydboe.net,706.236.1827,No,No,No,Northwest,Viola Martinez,vmartine@southernco.com,706.370.5570,404.291.6263,41,Rural: Fringe,Yes,No,Northwest Georgia,Northwest Georgia,Elyse Davis
S1615,6570199,Old,199657,657,2190,1302190,Floyd County,Floyd County,199,Pepperell Elementary,,Elementary,Traditional,,No IB,No,No,No,03-05,270 Hughes Dairy Rd SE,Lindale,"Floyd, GA",13115,GA,30147,34.169323,-85.180471,Shelly,Bell,Shelly Bell,,706.290.8527,No,No,No,Northwest,Viola Martinez,vmartine@southernco.com,706.370.5570,404.291.6263,41,Rural: Fringe,Yes,Yes,Northwest Georgia,Northwest Georgia,Elyse Davis
S1618,,Old,4054657,657,2190,1302190,Floyd County,Floyd County,4054,Pepperell Primary,,Elementary,Traditional,,No IB,No,No,No,PK-02,1 Dragon Dr SE,Lindale,"Floyd, GA",13115,GA,30147,34.181026,-85.175226,Carmen,Jones,Carmen Jones,,706.236.1835,No,No,No,Northwest,Viola Martinez,vmartine@southernco.com,706.370.5570,404.291.6263,23,Suburb: Small,Yes,No,Northwest Georgia,Northwest Georgia,Elyse Davis
S63,6570401,Old,401657,657,2190,1302190,Floyd County,Floyd County,401,Armuchee High School,,High,Traditional,,No IB,No,Yes,No,09-12,4203 Martha Berry Hwy NW,Rome,"Floyd, GA",13115,GA,30165,34.342623,-85.175047,James,Burris,John Rhodarmer,,706.236.1888,No,No,No,Northwest,Viola Martinez,vmartine@southernco.com,706.370.5570,404.291.6263,23,Suburb: Small,Yes,Yes,Northwest Georgia,Northwest Georgia,Elyse Davis
S201,8912798,Old,2798891,891,2190,1302190,Floyd County,Department of Juvenile Justice,2798,Bob Richards RYDC,,High,Traditional,,No IB,No,No,No,09-10,200 Marable Way NW ,Rome,"Floyd, GA",13115,GA,30165,34.276994,-85.205345,,, ,,706.295.6035,No,No,No,Northwest,Viola Martinez,vmartine@southernco.com,706.370.5570,404.291.6263,13,City: Small,Yes,No,Northwest Georgia,Northwest Georgia,Elyse Davis
S466,6575050,Old,5050657,657,2190,1302190,Floyd County,Floyd County,5050,Coosa High School,,High,Traditional,,No IB,No,No,No,09-12,4454 Alabama Hwy NW ,Rome,"Floyd, GA",13115,GA,30165,34.263081,-85.304437,Joseph,Hubbard,La Donna Turrentine,,706.236.1870,No,No,No,Northwest,Viola Martinez,vmartine@southernco.com,706.370.5570,404.291.6263,41,Rural: Fringe,Yes,Yes,Northwest Georgia,Northwest Georgia,Elyse Davis
S726,,Old,4056657,657,2190,1302190,Floyd County,Floyd County,4056,Floyd County Schools College & Career Academy,,High,Charter,Start-up,No IB,No,No,No,09-12,100 Vocational Dr SW,Rome,"Floyd, GA",13116,GA,31326,34.22655,-85.175838,Eric,Waters,Eric Waters,,706.236.1860,Yes,No,No,Northwest,Viola Martinez,vmartine@southernco.com,706.370.5570,404.291.6263,41,Rural: Fringe,No,No,,,Elyse Davis
S1393,6570111,Old,111657,657,2190,1302190,Floyd County,Floyd County,111,Model High,,High,Traditional,,No IB,No,No,No,09-12,3252 Calhoun Rd NE,Rome,"Floyd, GA",13115,GA,30161,34.308045,-85.099218,Russell,Savage,Russell Savage,ssavage@floydboe.net,706.236.1895,No,No,No,Northwest,Viola Martinez,vmartine@southernco.com,706.370.5570,404.291.6263,41,Rural: Fringe,Yes,Yes,Northwest Georgia,Northwest Georgia,Elyse Davis
S1616,6570107,Old,107657,657,2190,1302190,Floyd County,Floyd County,107,Pepperell High School,,High,Traditional,,No IB,No,No,No,09-12,3 Dragon Dr SE,Lindale,"Floyd, GA",13115,GA,30147,34.180506,-85.179106,Phil,Ray,Phil Ray,,706.236.1844,No,No,No,Northwest,Viola Martinez,vmartine@southernco.com,706.370.5570,404.291.6263,41,Rural: Fringe,Yes,Yes,Northwest Georgia,Northwest Georgia,Elyse Davis
S791,7991895,Old,18957991895,7991895,2190,1302190,Floyd County,State Schools- Georgia School for the Deaf,1895,Georgia School for the Deaf,,K12,Special Education,,No IB,No,No,No,PK-12,232 Perry Farm Rd SW ,Cave Spring,"Floyd, GA",13116,GA,30124,34.096032,-85.347399,Leslie,Jackson,Leslie Jackson,LeJackson@doe.k12.ga.us,706.777.2200,No,No,No,Central,Bill Glisson,wlglisso@southernco.com,478.277.5241,470.585.3625,42,Rural: Distant,Yes,Yes,,,Elyse Davis
S64,6570303,Old,303657,657,2190,1302190,Floyd County,Floyd County,303,Armuchee Middle School,,Middle,Traditional,,No IB,No,No,No,06-08,471 Floyd Springs Rd NE,Armuchee,"Floyd, GA",13115,GA,30105,34.386232,-85.163745,Jeanie,Hubbard,Jeanie Hubbard,jhubbard@floydboe.net,706.378.7924,No,No,No,Northwest,Viola Martinez,vmartine@southernco.com,706.370.5570,404.291.6263,41,Rural: Fringe,No,Yes,Northwest Georgia,Northwest Georgia,Elyse Davis
S467,6570103,Old,103657,657,2190,1302190,Floyd County,Floyd County,103,Coosa Middle School,,Middle,Traditional,,No IB,No,No,No,06-08,212 Eagle Dr NW,Rome,"Floyd, GA",13115,GA,30165,34.268187,-85.304772,Vondell,Ringer,Vondell Ringer,vringer@floydboe.net,706.236.1856,No,No,No,Northwest,Viola Martinez,vmartine@southernco.com,706.370.5570,404.291.6263,41,Rural: Fringe,No,No,Northwest Georgia,Northwest Georgia,Elyse Davis
S1394,6570203,Old,203657,657,2190,1302190,Floyd County,Floyd County,203,Model Middle School,,Middle,Traditional,,No IB,No,No,No,06-08,164 Barron Rd NE ,Rome,"Floyd, GA",13115,GA,30161,34.311193,-85.093823,Steve,Turrentine,Steve Turrentine,sturrentine@floydboe.net,706.290.8150,No,No,No,Northwest,Viola Martinez,vmartine@southernco.com,706.370.5570,404.291.6263,41,Rural: Fringe,No,Yes,Northwest Georgia,Northwest Georgia,Elyse Davis
S1617,6570273,Old,273657,657,2190,1302190,Floyd County,Floyd County,273,Pepperell Middle School,,Middle,Traditional,,No IB,No,No,No,06-08,200 Hughes Dairy Rd SE,Lindale,"Floyd, GA",13115,GA,30147,34.164903,-85.18285,Becky,McCoy,Becky McCoy,bmccoy@floydboe.net,706.236.1849,No,No,No,Northwest,Viola Martinez,vmartine@southernco.com,706.370.5570,404.291.6263,41,Rural: Fringe,No,Yes,Northwest Georgia,Northwest Georgia,Elyse Davis
S175,6581050,Old,1050658,658,2220,1302220,Forsyth County,Forsyth County,1050,Big Creek Elementary School,,Elementary,Traditional,,No IB,No,Yes,Yes,PK-05,1994 Peachtree Pkwy ,Cumming,"Forsyth, GA",13117,GA,30041,34.112818,-84.178039,Sherri,Black,Laura Webb,sblack@forsyth.k12.ga.us,770.887.4584,No,No,No,400 North,Jennifer Chapman,jlchpma@southernco.com,,,21,Suburb: Large,No,No,Georgia Mountains,Georgia Mountains,Lauren Lambiase
S218,,Old,699658,658,2220,1302220,Forsyth County,Forsyth County,699,Brandywine Elementary School,,Elementary,Traditional,,No IB,No,No,No,PK-05,175 Martin Drive,Alpharetta,"Forsyth, GA",13117,GA,30004,34.131012,-84.249095,Todd,Smith,Todd Smith,,770.887.2461,No,No,No,400 North,Jennifer Chapman,jlchpma@southernco.com,,,21,Suburb: Large,No,No,Georgia Mountains,Georgia Mountains,Lauren Lambiase
S239,6580211,Old,211658,658,2220,1302220,Forsyth County,Forsyth County,211,Brookwood Elementary,,Elementary,Traditional,,No IB,No,Yes,Yes,PK-05,2980 Vaughan Dr,Cumming,"Forsyth, GA",13117,GA,30041,34.091785,-84.182075,Kathie,Braswell,Tracey Smith,,678.965.5060,No,No,No,400 North,Jennifer Chapman,jlchpma@southernco.com,,,21,Suburb: Large,No,No,Georgia Mountains,Georgia Mountains,Lauren Lambiase
S370,6580194,Old,194658,658,2220,1302220,Forsyth County,Forsyth County,194,Chattahoochee Elementary School,,Elementary,Traditional,,No IB,No,No,No,PK-05,2800 Holtzclaw Rd ,Cumming,"Forsyth, GA",13117,GA,30041,34.238115,-84.086616,Barbara,Vella,Barbara Vella,bvella@forsyth.k12.ga.us,770.781.2240,No,No,No,400 North,Jennifer Chapman,jlchpma@southernco.com,,,21,Suburb: Large,No,No,Georgia Mountains,Georgia Mountains,Lauren Lambiase
S384,6580204,Old,204658,658,2220,1302220,Forsyth County,Forsyth County,204,Chestatee Elementary,,Elementary,Traditional,,No IB,No,Yes,No,PK-05,6945 Keith Bridge Rd ,Gainesville,"Forsyth, GA",13117,GA,30506,34.296232,-83.996223,Polly,Tennies,Polly Tennies,ptennies@forsyth.k12.ga.us,770.887.2341,No,No,No,400 North,Jennifer Chapman,jlchpma@southernco.com,,,21,Suburb: Large,Yes,No,Georgia Mountains,Georgia Mountains,Lauren Lambiase
S427,6580182,Old,182658,658,2220,1302220,Forsyth County,Forsyth County,182,Coal Mountain Elementary School,,Elementary,Traditional,,No IB,No,No,No,PK-05,3455 Coal Mountain Dr,Cumming,"Forsyth, GA",13117,GA,30028,34.274001,-84.106138,Kimberly,Davis,Kimberly Davis,kidavis@forsyth.k12.ga.us,770.887.7705,No,No,No,400 North,Jennifer Chapman,jlchpma@southernco.com,,,21,Suburb: Large,No,No,Georgia Mountains,Georgia Mountains,Lauren Lambiase
S508,6580103,Old,103658,658,2220,1302220,Forsyth County,Forsyth County,103,Cumming Elementary School,,Elementary,Traditional,,No IB,No,No,No,PK-05,540 Dahlonega St,Cumming,"Forsyth, GA",13117,GA,30040,34.220516,-84.135362,Lee Anne,Rice,Lee Anne Rice,lrice@forsyth.k12.ga.us,770.887.7749,No,No,No,400 North,Jennifer Chapman,jlchpma@southernco.com,,,21,Suburb: Large,Yes,Yes,Georgia Mountains,Georgia Mountains,Lauren Lambiase
S523,6580197,Old,197658,658,2220,1302220,Forsyth County,Forsyth County,197,Daves Creek Elementary School,,Elementary,Traditional,,No IB,No,Yes,Yes,PK-05,3740 Melody Mizer Ln ,Cumming,"Forsyth, GA",13117,GA,30041,34.13715,-84.142022,Eric,Ashton,Eric Ashton,EAshton@forsyth.k12.ga.us,770.888.1222,No,No,No,400 North,Jennifer Chapman,jlchpma@southernco.com,,,21,Suburb: Large,No,No,Georgia Mountains,Georgia Mountains,Lauren Lambiase
S781,6580213,Old,213658,658,2220,1302220,Forsyth County,Forsyth County,213,George W. Whitlow Elementary,,Elementary,Traditional,,No IB,No,Yes,Yes,PK-05,3655 Castleberry Rd,Cumming,"Forsyth, GA",13117,GA,30040,34.186354,-84.162464,Lynne,Castleberry,Lynne Castleberry,lcastleberry@forsyth.k12.ga.us,678.965.5090,No,No,No,400 North,Jennifer Chapman,jlchpma@southernco.com,,,21,Suburb: Large,No,No,Georgia Mountains,Georgia Mountains,Lauren Lambiase
S899,6580215,Old,215658,658,2220,1302220,Forsyth County,Forsyth County,215,Haw Creek Elementary,,Elementary,Traditional,,No IB,No,No,No,PK-05,2555 Echols Rd,Cumming,"Forsyth, GA",13117,GA,30041,34.165199,-84.09924,Amy,Davis,Amy Davis,ardavis@forsyth.k12.ga.us,678.965.5070,No,No,No,400 North,Jennifer Chapman,jlchpma@southernco.com,,,21,Suburb: Large,No,No,Georgia Mountains,Georgia Mountains,Lauren Lambiase
S1057,6580108,Old,108658,658,2220,1302220,Forsyth County,Forsyth County,108,Johns Creek Elementary,,Elementary,Traditional,,No IB,No,Yes,Yes,PK-05,6205 Old Atlanta Rd ,Suwanee,"Forsyth, GA",13117,GA,30024,34.064518,-84.127734,Alyssa,Degliumberto,Alyssa Degliumberto,adegliumberto@forsyth.k12.ga.us,678.965.5041,No,No,No,400 North,Jennifer Chapman,jlchpma@southernco.com,,,21,Suburb: Large,No,No,Georgia Mountains,Georgia Mountains,Lauren Lambiase
S1088,6580313,Old,313658,658,2220,1302220,Forsyth County,Forsyth County,313,Kelly Mill Elementary,,Elementary,Traditional,,No IB,No,No,No,PK-05,1180 Chamblee Gap Rd,Cumming,"Forsyth, GA",13117,GA,30040,34.207712,-84.166606,Ron,McAllister,Ron McAllister,rmcallister@forsyth.k12.ga.us,770.887.2461,No,No,No,400 North,Jennifer Chapman,jlchpma@southernco.com,,,21,Suburb: Large,No,No,Georgia Mountains,Georgia Mountains,Lauren Lambiase
S1313,6580176,Old,176658,658,2220,1302220,Forsyth County,Forsyth County,176,Mashburn Elementary School,,Elementary,Traditional,,No IB,No,No,Yes,PK-05,3777 Samples Rd,Cumming,"Forsyth, GA",13117,GA,30041,34.168278,-84.105625,Tracey,Smith,Carla Gravitt,,770.889.1630,No,No,No,400 North,Jennifer Chapman,jlchpma@southernco.com,,,21,Suburb: Large,No,No,Georgia Mountains,Georgia Mountains,Lauren Lambiase
S1318,6580102,Old,102658,658,2220,1302220,Forsyth County,Forsyth County,102,Matt Elementary School,,Elementary,Traditional,,No IB,No,No,No,PK-05,7455 Wallace Tatum Rd ,Cumming,"Forsyth, GA",13117,GA,30028,34.287643,-84.203539,Charlley,Stalder,Charlley Stalder,cstalder@forsyth.k12.ga.us,678.455.4500,No,No,No,400 North,Jennifer Chapman,jlchpma@southernco.com,,,21,Suburb: Large,No,No,Georgia Mountains,Georgia Mountains,Lauren Lambiase
S1367,6581052,Old,1052658,658,2220,1302220,Forsyth County,Forsyth County,1052,Midway Elementary School,,Elementary,Traditional,,No IB,Yes,Yes,No,PK-05,4805 Atlanta Hwy,Alpharetta,"Forsyth, GA",13117,GA,30004,34.158258,-84.234105,Todd,Smith,Jan Munroe,,770.475.6670,No,No,No,400 North,Jennifer Chapman,jlchpma@southernco.com,,,21,Suburb: Large,Yes,Yes,Georgia Mountains,Georgia Mountains,Lauren Lambiase
S1825,6580203,Old,203658,658,2220,1302220,Forsyth County,Forsyth County,203,Sawnee Elementary School,,Elementary,Traditional,,No IB,No,No,No,PK-05,1616 Canton Hwy ,Cumming,"Forsyth, GA",13117,GA,30040,34.242229,-84.176098,Eileen,Nix,Eileen Nix,ecnix@forsyth.k12.ga.us,770.887.6161,No,No,No,400 North,Jennifer Chapman,jlchpma@southernco.com,,,21,Suburb: Large,No,Yes,Georgia Mountains,Georgia Mountains,Lauren Lambiase
S1844,6580100,Old,100658,658,2220,1302220,Forsyth County,Forsyth County,100,Settles Bridge Elementary School,,Elementary,Traditional,,No IB,No,Yes,Yes,PK-05,600 James Burgess Rd,Suwanee,"Forsyth, GA",13117,GA,30024,34.123403,-84.106414,Sarah,Von Esh,Sarah Von Esh,svonesh@forsyth.k12.ga.us,770.887.1883,No,No,No,400 North,Jennifer Chapman,jlchpma@southernco.com,,,21,Suburb: Large,No,No,Georgia Mountains,Georgia Mountains,Lauren Lambiase
S1848,6580104,Old,104658,658,2220,1302220,Forsyth County,Forsyth County,104,Sharon Elementary School,,Elementary,Traditional,,No IB,No,Yes,Yes,PK-05,3595 Old Atlanta Rd ,Suwanee,"Forsyth, GA",13117,GA,30024,34.102915,-84.139987,Amy,Bartlett,Amy Bartlett,ABartlett@forsyth.k12.ga.us,770.888.7511,No,No,No,400 North,Jennifer Chapman,jlchpma@southernco.com,,,21,Suburb: Large,No,No,Georgia Mountains,Georgia Mountains,Lauren Lambiase
S1856,6580106,Old,106658,658,2220,1302220,Forsyth County,Forsyth County,106,Shiloh Point Elementary,,Elementary,Traditional,,No IB,No,No,Yes,PK-05,8145 Majors Rd,Cumming,"Forsyth, GA",13117,GA,30041,34.143475,-84.176195,Derrick,Hershey,Derrick Hershey,dhershey@forsyth.k12.ga.us,678.341.6481,No,No,No,400 North,Jennifer Chapman,jlchpma@southernco.com,,,41,Rural: Fringe,No,No,Georgia Mountains,Georgia Mountains,Lauren Lambiase
S1861,6580307,Old,307658,658,2220,1302220,Forsyth County,Forsyth County,307,Silver City Elementary School,,Elementary,Traditional,,No IB,No,Yes,No,PK-05,6200 Dahlonega Hwy ,Cumming,"Forsyth, GA",13117,GA,30028,34.325769,-84.104997,Paige,Andrews,Paige Andrews,pandrews@forsyth.k12.ga.us,678.965.5020,No,No,No,400 North,Jennifer Chapman,jlchpma@southernco.com,,,41,Rural: Fringe,No,Yes,Georgia Mountains,Georgia Mountains,Lauren Lambiase
S2130,6580198,Old,198658,658,2220,1302220,Forsyth County,Forsyth County,198,Vickery Creek Elementary School,,Elementary,Traditional,,No IB,No,Yes,Yes,PK-05,6280 Post Rd ,Cumming,"Forsyth, GA",13117,GA,30040,34.17802,-84.224678,Kristan,Riedinger,Kristan Riedinger,kriedinger@forsyth.k12.ga.us,770.346.0040,No,No,No,400 North,Jennifer Chapman,jlchpma@southernco.com,,,21,Suburb: Large,No,No,Georgia Mountains,Georgia Mountains,Lauren Lambiase
